web-scraper-order,web-scraper-start-url,filmstars,filmstars-href,Name,Personality,Image-src,pages,pages-href
"1587938226-4235","https://www.imdb.com/list/ls068010962/","Pankaj Tripathi","https://www.imdb.com/name/nm2690647?ref_=nmls_hd","Pankaj Tripathi","Pankaj Tripathi is an actor, known for Gangs of Wasseypur (2012), Stree (2018) and Newton (2017).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNjdlYjllOGMtYzU1OC00ODZjLWEzOGEtMGViOTYyYjU3YmJiXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938864-4331","https://www.imdb.com/list/ls068010962/","Akshaye Khanna","https://www.imdb.com/name/nm0451379?ref_=nmls_hd","Akshaye Khanna","Akshaye Khanna was born in Mumbai in 1975. He is the middle son of Bollywood actor and politician Vinod Khanna, and the younger brother of actor Rahul Khanna. After studying in Kishore Namit Kapoor Acting Institute in Mumbai, Khanna made his acting debut in Bollywood in 1997 with the movie Himalay Putra, which went without much success at box ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjAxNDQyNDkxM15BMl5BanBnXkFtZTcwNTQyNTA0MQ@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","",""
"1587938891-4336","https://www.imdb.com/list/ls068010962/","Ajay Devgn","https://www.imdb.com/name/nm0222426?ref_=nmls_hd","Ajay Devgn","Ajay Devgn is an Indian film actor, director, and producer. He made his film debut with Phool Aur Kaante in 1991 and received a Filmfare Award for Best Male Debut for his performance in the film. He then starred in films such as Courage (1992), Dilwale (1994), Suhaag (1994), Naajayaz (1995), Diljale (1996) and Passion (1997). In 1999, Devgn ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTY0MDY2MDMwOV5BMl5BanBnXkFtZTgwNDE4MDM0OTE@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","",""
"1587937948-4197","https://www.imdb.com/list/ls068010962/","Richa Chadha","https://www.imdb.com/name/nm3190246?ref_=nmls_hd","Richa Chadha","Richa began her career as a model and then she moved to theater. She has performed plays touring in India and Pakistan. Later, she also received her training under Barry John Richa acted in the critically acclaimed movie Oye Lucky! Lucky Oye! as the character of Dolly, both the movie and her role were well appreciated. She was cast by Anurag ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOTQ3MzVkNjUtODYwNi00N2Q2LTg3YTAtNDUxM2JiNDViN2IyXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY317_CR19,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938232-4236","https://www.imdb.com/list/ls068010962/","Om Prakash","https://www.imdb.com/name/nm0695170?ref_=nmls_hd","Om Prakash","Om Prakash was born on December 19, 1919 in Lahore, Punjab, British India as Om Prakash Bakshi. He was an actor and director, known for Dus Lakh (1966), Loyal Servant (1982) and Pyar Kiye Jaa (1966). He died on February 12, 1998 in Mumbai, Maharashtra, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMWE3OTM3ODMtZGIzZC00YjU3LWIyZmItOGYxNDA3Mzg4NTk3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR19,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938357-4253","https://www.imdb.com/list/ls068010962/","Meena Kumari","https://www.imdb.com/name/nm0474932?ref_=nmls_hd","Meena Kumari","Born 1933 into a poor Parsee theatre family of Ali Bux and dancer Iqbal begum in Bombay, Maharashtra, India. Entered films to support family in difficult times. She was six when hired for Leatherface (1939) in 1939 by Vijay Bhatt and named Baby Meena. Later she became Meena Kumari when cast for Bhatt's Baiju Bawra (1952). She did mythological ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTM2NjQ1Nzg2N15BMl5BanBnXkFtZTcwNDkyNjAzMQ@@._V1_UY317_CR1,0,214,317_AL__QL50.jpg","",""
"1587938541-4279","https://www.imdb.com/list/ls068010962/","Kay Kay Menon","https://www.imdb.com/name/nm1946407?ref_=nmls_hd","Kay Kay Menon","Kay Kay Menon was born on October 2, 1966 in Kerala, India as Krishna Kumar Menon. He is an actor, known for Haider (2014), Black Friday (2004) and The Abeer Color (2009). He is married to Nivedita Bhattacharya.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTY4MjgwODk4MF5BMl5BanBnXkFtZTgwNzAxNzE0MjE@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","",""
"1587938530-4277","https://www.imdb.com/list/ls068010962/","Kulbhushan Kharbanda","https://www.imdb.com/name/nm0451425?ref_=nmls_hd","Kulbhushan Kharbanda","Kulbhushan Kharbanda was born on October 21, 1944 in Hasan Abdal, Punjab, British India. He is an actor, known for Lagaan: Once Upon a Time in India (2001), Haider (2014) and Hera Pheri (2000).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQ2ODU1NDM0MF5BMl5BanBnXkFtZTcwNjIzNTE3Mw@@._V1_UY317_CR109,0,214,317_AL__QL50.jpg","",""
"1587937755-4174","https://www.imdb.com/list/ls068010962/","Shivaji Ganesan","https://www.imdb.com/name/nm0304262?ref_=nmls_hd","Shivaji Ganesan","Tamil superstar from a poor family in Tamil Nadu, India. His father worked on the railways. On the day of his birth his father, Chiniah Pillai, follower of Mahatma Gandhi, was jailed for participating in the Independence movement in Nellikuppam (Tamil Nadu, India). He was frequently in and out of jail, and was raised by his mother, Rajamani Ammal. ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMmI2Nzk4NWQtOTAxNi00ZTIxLTljNDktZDJlZDQ2NDRiODJjXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY317_CR25,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937608-4159","https://www.imdb.com/list/ls068010962/","Usha Nadkarni","https://www.imdb.com/name/nm0618936?ref_=nmls_hd","Usha Nadkarni","Usha Nadkarni is an actress, known for Rustom (2016), Sacred Ties (2009) and Vaastav: The Reality (1999).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDRiOGQ0YWYtNmE0MC00NWM4LTg5YTMtNzAyNjQyZGVkOThjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938639-4301","https://www.imdb.com/list/ls068010962/","Farhan Akhtar","https://www.imdb.com/name/nm1027719?ref_=nmls_hd","Farhan Akhtar","An accomplished and award-winning producer-director-writer-actor-singer, Farhan Akhtar is the ultimate Bollywood multi-hyphenate. Born in 1974 to prolific Indian film writer and poet, Javed Akhtar and writer-director, Honey Irani , Farhan was raised in an environment where creativity and originality of thought were encouraged. This has made him a ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjA4MjYwNzAzM15BMl5BanBnXkFtZTcwMzUyMTUxNw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587937540-4140","https://www.imdb.com/list/ls068010962/","Zarina Wahab","https://www.imdb.com/name/nm0906226?ref_=nmls_hd","Zarina Wahab","Zarina Wahab is an actress, known for My Name Is Khan (2010), Gharaonda (1977) and I, Me aur Main (2013). She has been married to Aditya Pancholi since 1986. They have two children.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDZhNzNiY2UtYzRkOS00N2IzLWFmNDctZTNkNTVkODZkZjEwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938609-4294","https://www.imdb.com/list/ls068010962/","Girish Karnad","https://www.imdb.com/name/nm0439784?ref_=nmls_hd","Girish Karnad","Girish Karnad was born on 19th May 1938 in Matheran, Maharashtra. He is acclaimed for his contemporary playwrights in Kannada. He is also an actor, director and screen writer. He was conferred Padma Shri and Padma Bhushan by the Government of India and won four Filmfare Awards where three are Filmfare Award for Best Director - Kannada and one ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTkyNDk3MjEzN15BMl5BanBnXkFtZTYwOTQyODEz._V1_UY317_CR24,0,214,317_AL__QL50.jpg","",""
"1587937836-4186","https://www.imdb.com/list/ls068010962/","Shashi Kapoor","https://www.imdb.com/name/nm0004434?ref_=nmls_hd","Shashi Kapoor","Shashi Kapoor is one of the leading actors of Indian cinema having appeared in 160 movies - 12 in English and 148 in Hindi. He has appeared in 148 Hindi films - of them played the solo lead hero in 61 films, was lead hero in 53 released multi star cast Hindi films, 2 unreleased multi star film and 21 Hindi films had him in supporting role, worked ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNTcyNDUwNzEzNl5BMl5BanBnXkFtZTgwOTMxMjMzOTE@._V1_UY317_CR53,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937633-4164","https://www.imdb.com/list/ls068010962/","Tiger Shroff","https://www.imdb.com/name/nm5899377?ref_=nmls_hd","Tiger Shroff","Tiger Shroff was born on March 2, 1990 in Mumbai, India as Jai Hemant Shroff. He is an actor, known for Heroic Antics (2014), A Flying Jatt (2016) and Baaghi (2016).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNjUyMTQyNDA2M15BMl5BanBnXkFtZTgwNDI4ODEzOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937862-4189","https://www.imdb.com/list/ls068010962/","Shah Rukh Khan","https://www.imdb.com/name/nm0451321?ref_=nmls_hd","Shah Rukh Khan","Shahrukh Khan was born on 2 November 1965 in New Delhi, India. He married Gauri Khan on 25 October 1991. They have three children, son Aryan Khan (b. 1997), son AbRam (b.2013) and daughter Suhana (b. 2000). Khan started out his career by appearing in several television serials during 1988-1990. He made his film debut with the commercially ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZDk1ZmU0NGYtMzQ2Yi00N2NjLTkyNWEtZWE2NTU4NTJiZGUzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937553-4144","https://www.imdb.com/list/ls068010962/","Waheeda Rehman","https://www.imdb.com/name/nm0716851?ref_=nmls_hd","Waheeda Rehman","Waheeda was born in a Tamil and Urdu-speaking family in Chengalpattu-Tamil Nadu, India. Her father was the District Magistrate which led him to be posted in several places. Tragedy visited her in 1948 when her dad passed away. Her mom passed away in 1955. A year after her dad's death she appeared in a Telegu movie 'Rojulu Marayi'. Her role was as ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQ4NzE2OTMyMl5BMl5BanBnXkFtZTcwOTc4MDEzMQ@@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938705-4310","https://www.imdb.com/list/ls068010962/","Darsheel Safary","https://www.imdb.com/name/nm2594301?ref_=nmls_hd","Darsheel Safary","Born in the same city and on the same month as his family friend Aamir Khan, Darsheel Safary (born March 9, 1997 in Mumbai, India) is an Indian child movie actor primarily working on starring in Hindi Bollywood films. He is best known for his acclaimed portrayal of a dyslexic child in the 2007 film Taare Zameen Par (Like Stars on Earth), a drama ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjYyYzViMmYtMjU4Yi00NGM3LWFjZTEtZmFkOGFmOTllY2I2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR5,0,214,317_AL__QL50.jpg","",""
"1587938561-4284","https://www.imdb.com/list/ls068010962/","Jaswinder Bhalla","https://www.imdb.com/name/nm3243068?ref_=nmls_hd","Jaswinder Bhalla","Jaswinder Bhalla is an actor and writer, known for Carry on Jatta (2012), Rangeelay (2013) and Jatt Boys Putt Jattan De (2013).            
                    See full bio »","","",""
"1587938642-4302","https://www.imdb.com/list/ls068010962/","Farooq Shaikh","https://www.imdb.com/name/nm0787582?ref_=nmls_hd","Farooq Shaikh","Farooq Sheikh was an Indian actor, philanthropist and a television presenter. He was known for his work in Hindi films from 1977 to 1989. He returned to acting in films in 2008. His major contribution was in Parallel Cinema or the New Indian Cinema. He's acted in serials and shows on television and has performed on stage in famous productions like...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNzY3ODZmNDctZDA0ZC00NGNmLTgzZmItM2JhMTI4MzM3NTU2XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587937781-4177","https://www.imdb.com/list/ls068010962/","Sudesh Lehri","https://www.imdb.com/name/nm3544809?ref_=nmls_hd","Sudesh Lehri","Sudesh Lehri is an actor, known for Let There Be Victory (2014), Ready (2011) and Dard Pardesaan De (2000).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNjVhOGZjYzEtM2Y3MS00OTAyLTg5Y2QtZTQzMDVkZWQyYTI2L2ltYWdlXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938125-4220","https://www.imdb.com/list/ls068010962/","Rekha","https://www.imdb.com/name/nm0004334?ref_=nmls_hd","Rekha","Bhanurekha was born in the Tamil-speaking Ganesan household on October 10, 1954. Her dad was the popular Tamil actor, Gemini, while her mom was a popular Telugu actress, Pushpavalli. She has seven sisters and one brother. One of her sisters is Dr. Kamala Selvaraj, while another one, Radha, lives in San Francisco with a son named Naveed, who is ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNjU2MDU4NzI5OF5BMl5BanBnXkFtZTcwNjQ4Njg5Nw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937749-4173","https://www.imdb.com/list/ls068010962/","Sharmila Tagore","https://www.imdb.com/name/nm0846616?ref_=nmls_hd","Sharmila Tagore","A Bengali actress who achieved success young, Sharmila appeared in numerous Bengali classics before making the jump to Hindi cinema, which first made her a romantic actress and later a legendary actress thanks to her intense films opposite Superstar Rajesh Khanna. A distant relative of poet Rabindranath Tagore, she is also the wife of His Highness...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTg4Njc5MzUzNF5BMl5BanBnXkFtZTgwOTYzMTI1NTE@._V1_UY317_CR112,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938169-4226","https://www.imdb.com/list/ls068010962/","Pooja Bhatt","https://www.imdb.com/name/nm0080324?ref_=nmls_hd","Pooja Bhatt","Pooja was born on February 24, 1972 in the Gujarati-speaking Bhatt family. Her dad's name is Mahesh, and her mom's maiden name was Loraine Bright. After the marriage, her mother changed her name to Kiran Bhatt. Mahesh separated from Loraine and re-married Soni Razdan, an actress in her own right. The Bhatts live in Bandra, Bombay. She has two ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNTkxOTIwNzYxMl5BMl5BanBnXkFtZTgwMDE5OTczOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938461-4271","https://www.imdb.com/list/ls068010962/","Lara Dutta","https://www.imdb.com/name/nm1069034?ref_=nmls_hd","Lara Dutta","It is not a secret that Lara Dutta is a beauty with brains. This was demonstrated when she scored the highest possible marks in the history of the Miss Universe Contest. After this she was crowned Miss Universe 2000, making history as not only the most beautiful but also the most intelligent young woman to wear this crown in the history of Miss ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDk2OTk5NjYwNl5BMl5BanBnXkFtZTcwMzMyMDQ4Mg@@._V1_UY317_CR132,0,214,317_AL__QL50.jpg","",""
"1587937853-4188","https://www.imdb.com/list/ls068010962/","Sunil Dutt","https://www.imdb.com/name/nm0004570?ref_=nmls_hd","Sunil Dutt","Actor, social activist and politician. Sunil Dutt wore many hats and excelled in a plethora of roles that came his way - both on and off screen. Born on June 6th, 1929, Sunil Dutt grew up as Balraj Dutt in a family that had survived the Partition of India. A student of Mumbai's Jai Hind college, he first started off as radio show host and celebrity ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNzM0OTA3MDAxN15BMl5BanBnXkFtZTgwMzg2OTczOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938441-4266","https://www.imdb.com/list/ls068010962/","Mammootty","https://www.imdb.com/name/nm0007123?ref_=nmls_hd","Mammootty","Malayalam film actor Mammootty was born to Ismail (an agriculturist) and Fatima (a homemaker). He had two younger brothers Ibrahim and Zakariah; and three sisters, Ameena, Sauda and Shafina. He did his high school (pre-degree) at Maharaja's College, Thevara and then studied law at Ernakulam Government Law College. It was during his days at ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BOTFjOGIwMmUtY2FlMS00ZWJlLThhOWItY2RmY2JmYTc0YTk5XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587937916-4193","https://www.imdb.com/list/ls068010962/","Sanjay Mishra","https://www.imdb.com/name/nm0592799?ref_=nmls_hd","Sanjay Mishra","Sanjay Mishra is known for his work on Masaan (2015), Dilwale (2015) and Ankhon Dekhi (2013).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTM0OTU2NDYyNl5BMl5BanBnXkFtZTYwNTYyNDgy._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938756-4319","https://www.imdb.com/list/ls068010962/","Amrish Puri","https://www.imdb.com/name/nm0700869?ref_=nmls_hd","Amrish Puri","Believe it or not, Amrish Puri wanted to become a Bollywood movie hero but failed a screen test in 1954. And what a failure it was! Mr. Puri went on to become one of the most renowned and credible villains in the history of Indian cinema. His most memorable and often quoted role is the character of 'Mogambo' (with the catchphrase ""Mogambo Khush ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BYWRlMTk2NWYtYjhjNy00NmRjLTg4NWMtMmM2YjJlN2YwNWE4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","",""
"1587937961-4198","https://www.imdb.com/list/ls068010962/","Ranvir Shorey","https://www.imdb.com/name/nm1249116?ref_=nmls_hd","Ranvir Shorey","Ranvir comes from a family of movie professionals. His father is Writer, Producer and Director KD Shorey and He has 2 older Brothers, Lokesh Shorey an actor and Shrinath Shorey a movie Writer and Director. Ranvir though born in Panjab, was raised and educated in Mumbai. He was very active in dramatics in school and later in college.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTIzOTE5MzMyMl5BMl5BanBnXkFtZTcwMjAyNzAyMg@@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938173-4227","https://www.imdb.com/list/ls068010962/","Prem Chopra","https://www.imdb.com/name/nm0159159?ref_=nmls_hd","Prem Chopra","Prem Chopra is an actor in Hindi and Punjabi films. Prem Chopra was born to a Hindu Punjabi family in Lahore on 23 September 1935 to Ranbirlal and Rooprani Chopra. He was third of six children.His father worked at the attorney-general's office. He was brought up in Shimla. His father wanted him to be a IAS officer but Chopra pursued performing ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BM2U2OTEzM2UtMjhlNC00NTYxLWI5MDItM2RjYzNhYmNhYWFmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938636-4300","https://www.imdb.com/list/ls068010962/","Feroz Khan","https://www.imdb.com/name/nm0451211?ref_=nmls_hd","Feroz Khan","Firoz was born in Bangalore on September 25, 1939 to a Pathan father, Sadiq, and an Iranian mother, Fatima. He has three brothers, Abbas alias Sanjay, Akbar, and Sameer. Both Sanjay and Akbar are actors within their own rights, while Sameer is a film-maker and assists in their Golden Palms Spa located in Bangalore. He made his entry on the silver ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BN2NjODM2NDItYTU0Ni00MzJmLWJkZTYtMjQ3ZDZjZmNjY2NhXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","",""
"1587938314-4245","https://www.imdb.com/list/ls068010962/","Nana Patekar","https://www.imdb.com/name/nm0007113?ref_=nmls_hd","Nana Patekar","Vishwanath Patekar (born on January 1, 1951 in Murud-Janjira, Maharashtra, India) is an actor, writer and filmmaker. He is known for his work on Ab Tak Chhappan (2004), Politics (2010) and Parinda (1989). He made his acting debut in the early 70's and since then has been nominated for multiple awards. He won a National Film Award and a Filmfare ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjI4MzQyODYwOF5BMl5BanBnXkFtZTgwMTcxMTIzOTE@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","",""
"1587938457-4270","https://www.imdb.com/list/ls068010962/","Manjot Singh","https://www.imdb.com/name/nm3190972?ref_=nmls_hd","Manjot Singh","Manjot Singh is an Indian born actor whose portrayal of young Lucky in Oye Lucky! Lucky Oye! (2008) made him accepted as dynamic sardar actor in Bollywood. Manjot had never acted before getting this first break. Manjot comes from a well educated Sikh family.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNWY2N2E4Y2EtOGI2NS00YjkxLTgwMDAtNGU4MTZjN2RiZjAwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","",""
"1587938751-4318","https://www.imdb.com/list/ls068010962/","Amole Gupte","https://www.imdb.com/name/nm1244760?ref_=nmls_hd","Amole Gupte","Amole Gupte is an Indian screenwriter, actor, and director, known for his work on Bollywood films like Taare Zameen Par (Like Stars on Earth), Stanley ka dabba, Kaminey and others. He is also an actor in Bheja Fry 2 (2011), stanley Ka Dabba (2011),Urumi (2011) Phas gaye re obama (2010) and Kaminey.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BZmNhMWQyOGYtYmZkMy00ZjdjLWE4N2QtYjc0NzEyZjViZWQzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","",""
"1587938527-4276","https://www.imdb.com/list/ls068010962/","Kalki Koechlin","https://www.imdb.com/name/nm3202701?ref_=nmls_hd","Kalki Koechlin","Kalki Koechlin was born to French parents in a small village in Pondicherry. Her parents had come to India as hippies in the 1970s and settled there after they fell in love with the country. Her parents are devotees of Sri Aurobindo. Kalki was studying in Ooty when her parents insisted that she attend university. She studied drama and theatre at ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNzI4NDQyMjU2MF5BMl5BanBnXkFtZTgwMzc4ODEzOTE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","",""
"1587938481-4273","https://www.imdb.com/list/ls068010962/","Karuna Bannerjee","https://www.imdb.com/name/nm0052334?ref_=nmls_hd","Karuna Bannerjee","Karuna Bannerjee was born on December 25, 1919 in Calcutta, Bengal Presidency, British India. She was an actress, known for Aparajito (1956), Pather Panchali (1955) and Mahakavi Kalidas (1942). She died on November 13, 2001 in Kolkata, West Bengal, India.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTg1MzAzMDg0OV5BMl5BanBnXkFtZTgwMjYzMTI1NTE@._V1_UY317_CR112,0,214,317_AL__QL50.jpg","",""
"1587938768-4321","https://www.imdb.com/list/ls068010962/","Anupam Kher","https://www.imdb.com/name/nm0451600?ref_=nmls_hd","Anupam Kher","Anupam Kher was born on March 7, 1955 in Shimla, Himachal Pradesh, India. He is an actor and producer, known for Silver Linings Playbook (2012), A Wednesday (2008) and M.S. Dhoni: The Untold Story (2016).            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMjMyMjc1OTgzNF5BMl5BanBnXkFtZTgwMDY1NDMzOTE@._V1_UY317_CR4,0,214,317_AL__QL50.jpg","",""
"1587938546-4280","https://www.imdb.com/list/ls068010962/","Kader Khan","https://www.imdb.com/name/nm0434318?ref_=nmls_hd","Kader Khan","Kader Khan was born on December 11, 1937 in Pishin, Balochistan, British India. He was an actor and writer, known for Taqdeerwala (1995), Destiny and Fate (1981) and Angaar (1992). He was married to Azra Khan. He died on December 31, 2018 in Mississauga, Ontario, Canada.            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNWYzY2QzNzUtYmVlYy00MmZjLTgxYjEtNjQyOWI5MzZkMDk4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","",""
"1587938558-4283","https://www.imdb.com/list/ls068010962/","Kamal Haasan","https://www.imdb.com/name/nm0352032?ref_=nmls_hd","Kamal Haasan","Kamal Haasan was born November 7, 1954 in Paramakudi, Tamil Nadu. He debuted as a child artiste in the film ""Kalathoor Kannamma"" (1960), which was released in the year 1960. Since then, he has starred in nearly 200 films in the major Indian languages - Tamil, Telugu, Kannada, Malayalam and Hindi. He has been a part of the film industry for 52 ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BYmUxNTY0MWItODQ2My00YWMyLWFmODgtNTY1MTQ2ZjEwYzdlXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY317_CR18,0,214,317_AL__QL50.jpg","",""
"1587938219-4234","https://www.imdb.com/list/ls068010962/","Pran","https://www.imdb.com/name/nm0695199?ref_=nmls_hd","Pran","Pran was one of the leading character actors of Indian cinema. He was born on 12 February,1920 at Delhi. Pran was educated at different places namely Kapurthala, Unnao, Meerut, Dehradun and Rampur as his father late Lala Kewal Krishnan Sikand was a Government Civil Contractor for the construction of roads and bridges. Pran started his career by ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMTQ1MDc2Mjc2OF5BMl5BanBnXkFtZTcwMTc1MDU4OQ@@._V1_UY317_CR9,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587937560-4146","https://www.imdb.com/list/ls068010962/","Vidya Balan","https://www.imdb.com/name/nm1799038?ref_=nmls_hd","Vidya Balan","Vidya was born in Palghat, Kerala, India. Her family consists of her dad, P.R. Balan, who is the Vice-President of ETC Channel; mom - a home-maker, and an elder sister, Priya, who is married to Kedar. She also has an aunt by the name of Raji Raju. The Balan family re-located to live at Road No. 11, near Ambedkar Garden, Chembur, Bombay, when Vidya ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BNDI3Mjk2MjgzMl5BMl5BanBnXkFtZTcwODQwMjI1OQ@@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","Next","https://www.imdb.com/list/ls068010962/?page=2"
"1587938708-4311","https://www.imdb.com/list/ls068010962/","Danny Denzongpa","https://www.imdb.com/name/nm0219939?ref_=nmls_hd","Danny Denzongpa","Danny, who married Gawa Denzongpa, a Sikkimese princess and niece of the last chogyal from her hometown of Gangtok, currently resides in Juhu in Mumbai. He likes to listen to Nepali folk music especially Nepali flutes. In recent times he has become more selective as to the roles he plays. He does not work in March, April, and May as they are hot. ...            
                    See full bio »","https://m.media-amazon.com/images/M/MV5BMzI4Njg3OTcyNF5BMl5BanBnXkFtZTcwNzQzMTYxOA@@._V1_UY317_CR16,0,214,317_AL__QL50.jpg","",""
